objectid,filename,source,title,date,date is approximate?,creator,description,subject,location,latitude,longitude,identifier,findingaidtitle,findingaid,type,format,language,rights,rightsstatement,youtubeid,blogtitle,blogposts
lumber1431,pg11_s22.jpg,"Roy A. Bell photographs, PG 11, University of Idaho Library Special Collections and Archives",John A. Snider [1],1950,yes,,John A. Snider was a Professor of Education from 1949-1968.,professors;education;,,,,PG 11 S22,"Roy A. Bell photographs, 1950-1970",https://archiveswest.orbiscascade.org/ark:/80444/xv370329,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1432,pg3_1794b.jpg,"University of Idaho Portrait collection, PG 3, University of Idaho Library Special Collections and Archives",John A. Snider [2],1967,yes,,John A. Snider was a Professor of Education from 1949-1968.,professors;education;,,,,PG 3 1794b,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1433,1915atlascanyoncounty.pdf,"Canyon County atlas, MA 2021-30, University of Idaho Library Special Collections and Archives","Atlas of Canyon County, Idaho",1915,,,"Original copy owned by Linfield College in Oregon. It was scanned by the Washington State Library for the Payette County ID GenWeb in 2017. The University of Idaho Library does not hold a physical copy of this item. For more information, please contact Linfield College.",maps;atlases;,,,,MA 2021-30,,,Image;StillImage,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1434,latah_co_property_1901.jpg,"Indexed Property Map of Latah County, Idaho, MA 2021-31, University of Idaho Library Special Collections and Archives","Indexed property map of Latah County, Idaho",1901,,,"The University of Idaho Library, Special Collections & Archives Department does not hold (1) the original copy or (2) a physical copy of this item.",maps;property;,,,,MA 2021-31,,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1435,latah_co_1908.jpg,"Map of Latah County, MA 2021-32, University of Idaho Library Special Collections and Archives","Map of Latah County, Idaho [1]",1908,,,"The University of Idaho Library, Special Collections & Archives Department does not hold (1) the original copy or (2) a physical copy of this item.",maps;,,,,MA 2021-32,,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1436,sc001-2_22-1894-moragene.jpg,"Moragne's Indexed Property Map of Latah County, Idaho, MA 2021-33, University of Idaho Library Special Collections and Archives","Map of Latah County, Idaho [2]",1894,,,"The University of Idaho Library, Special Collections & Archives Department does not hold (1) the original copy or (2) a physical copy of this item.",maps;,,,,MA 2021-33,,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1437,mg5082_letter.pdf,"John Mullan letter to Henry R. Kohlhauff, MG 5082, University of Idaho Library Special Collections and Archives",Henry R. Kohlhauff correspondence,1886-08-19,,,Letter from Henry R. Kohlhauff.,letters;correspondence;,"Spokane Falls, Washington Territory",,,MG 5082,John Mullan Letter to Henry R. Kohlhauff,https://search.lib.uidaho.edu/UID:CP71107914640001451,Image;StillImage,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1438,snakesofidaho_install_01.jpg,University of Idaho Library Special Collections and Archives,Snakes of Idaho Exhibit [1],2021-07-20,,,Close up an exhibit panel.,exhibits;photographs,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Snakes of Idaho on Display,https://harvester.lib.uidaho.edu/posts/2021/07/20/snakes-of-idaho-on-display.html
lumber1439,snakesofidaho_install_04.jpg,University of Idaho Library Special Collections and Archives,Snakes of Idaho Exhibit [2],2021-07-20,,,Located on the 2nd floor of the library.,exhibits;photographs,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Snakes of Idaho on Display,https://harvester.lib.uidaho.edu/posts/2021/07/20/snakes-of-idaho-on-display.html
lumber1440,snakesofidaho_install_05.jpg,University of Idaho Library Special Collections and Archives,Snakes of Idaho Exhibit [3],2021-07-20,,,Located on the 2nd floor of the library.,exhibits;photographs,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Snakes of Idaho on Display,https://harvester.lib.uidaho.edu/posts/2021/07/20/snakes-of-idaho-on-display.html
lumber1441,ua1987-17_2.jpg,"Publications Department photographs, PG 55, University of Idaho Library Special Collections and Archives",Woman in river,undated,,,"Woman walking across riverbed, possibly part of school field trip",women;wilderness;rivers;students;,,,,UA 1987-17,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1442,pg4-1-6.jpg,"University of Idaho Organizations and Events photograph collection, PG 4, University of Idaho Library Special Collections and Archives",4-H Club members performing exercises,1923,,,Group of male 4-H Club members performing exercises in front of the University of Idaho Administration Building,4-H;exercising;,,,,PG 4-01-006,,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1443,pg4-1-8.jpg,"University of Idaho Organizations and Events photograph collection, PG 4, University of Idaho Library Special Collections and Archives",4-H Club students,1923,,,4-H Club students inspecting hogs.,4-H;,,,,PG 4-01-008,,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1444,pg31-5.jpg,"University of Idaho Homecoming photographs, PG 31, University of Idaho Library Special Collections and Archives",Homecoming,1968,,,Homecoming football game.,football;homecoming;students;,,,,PG 31-5,"University of Idaho Homecoming photographs, 1968",https://archiveswest.orbiscascade.org/ark:/80444/xv270021,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1445,pg31-7.jpg,"University of Idaho Homecoming photographs, PG 31, University of Idaho Library Special Collections and Archives",Homecoming parade,1968,,,Float in Homecoming parade,football;homecoming;students;,,,,PG 31-7,"University of Idaho Homecoming photographs, 1968",https://archiveswest.orbiscascade.org/ark:/80444/xv270021,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1446,pg31-10.jpg,"University of Idaho Homecoming photographs, PG 31, University of Idaho Library Special Collections and Archives",Homecoming parade,1968,,,Band in Homecoming parade,football;homecoming;students;,,,,PG 31-10,"University of Idaho Homecoming photographs, 1968",https://archiveswest.orbiscascade.org/ark:/80444/xv270021,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1447,pg31-12.jpg,"University of Idaho Homecoming photographs, PG 31, University of Idaho Library Special Collections and Archives",Cheerleaders,1968,,,Cheerleaders performing on field with band during halftime at Homecoming football game,football;homecoming;students;women;cheerleading;cheerleaders;,,,,PG 31-12,"University of Idaho Homecoming photographs, 1968",https://archiveswest.orbiscascade.org/ark:/80444/xv270021,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1448,pg37-256-002_2.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [1],undated,,,People working in the fields using a tractor.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1449,pg37-256-003.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [2],undated,,,People working in the fields.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1450,pg37-256-004.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [3],undated,,,Differences in wheat species.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1451,pg37-256-005.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [4],undated,,,Differences in wheat species.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1452,pg37-256-006.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [5],undated,,,Plant parts identification.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1453,pg37-256-007.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [6],undated,,,Plant parts identification.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1454,pg37-256-008.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [7],undated,,,Men standing in front of a research facility.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1455,pg37-256-009.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [8],undated,,,Man placing his hat on the plants growing in the field.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1456,pg37-256-011.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [9],undated,,,Man looking at plant growth in field.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1457,pg37-2567-1.jpg,"University of Idaho College of Agriculture photographs, PG 37, University of Idaho Library Special Collections and Archives",Parma Branch Experiment Station [10],undated,,,Man standing in front of an exhibit panel.,agriculture;,,,,PG 37-256,"University of Idaho College of Agriculture photographs, 1952-1980",https://archiveswest.orbiscascade.org/ark:/80444/xv712945/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1458,pg40alb116.jpg,"University of Idaho Alumni Association photograph collection, UG 40, University of Idaho Library Special Collections and Archives",University of Idaho Alumni Association office,undated,,,University of Idaho Alumni Association office space.,alumni;students;offices;buildings;,,,,PG 40-ALB-116,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1459,pg72-29-1925.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",Ye Olde Guard,1925,,,"Ye Olde Guard ""A court scene.""",performances;performing arts;acting;theater;,,,,PG 72-29,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1460,pg72-40-1925.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",Baseball team,1925,,,University of Idaho baseball team,baseball;students;sports;,,,,PG 72-40,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1461,pg72-42.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",Basketball team,undated,,,University of Idaho basketball team,basketball;students;sports;,,,,PG 72-42,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1462,pg72-49.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",University of Idaho vs. Washington State College football game,undated,,,"Idaho scored 7 points, Washington State College scored 6 points. ""The first 2 minutes of play puts the ball on W.S.C. 5 yd line.""",football;students;sports;,,,,PG 72-49,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1463,pg72-62.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",3 men in costume,1925,,,"""O! Girruls Just Look A'Here""",students;campus;costumes;,,,,PG 72-62,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,
lumber1464,pg72-63.jpg,"Earl Elstone photograph collection, PG 72, University of Idaho Library Special Collections and Archives",Iota Tau Kappa,undated,,,Iota Tau Kappa charter members.,students;campus;Greek;fraterneties;,,,,PG 72-63,"Earl Elstone photograph collection, 1925-1927",https://archiveswest.orbiscascade.org/ark:/80444/xv880175/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1465,pg92-2628.jpg,"Hodgins Drug photographs, PG 92, University of Idaho Library Special Collections and Archives",U.S. Naval Radio Training School graduates,1940,yes,,First class of graduates from the U.S. Naval Radio Training School in Moscow.,Navy;military;students;graduation;,,,,PG 92-2628,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1466,pg92-2794.jpg,"Hodgins Drug photographs, PG 92, University of Idaho Library Special Collections and Archives",W. A. A. banquet,1942-05-22,,,W.A.A. banquet at the University of Idaho.,women;banquets;events;,,,,PG 92-2794,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,
lumber1467,foldersupport_01.jpg,University of Idaho Library Special Collections and Archives,Slouching Folders,2021-07-21,,,Image showing folders and how slouching isn't bets for materials.,preserving;manuscripts,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Folder Support,https://harvester.lib.uidaho.edu/posts/2021/07/27/folder-support.html
lumber1468,foldersupport_02.jpg,University of Idaho Library Special Collections and Archives,Upright Folders,2021-07-21,,,Image showing folders and how making them upright can help reduce future damage.,preserving;manuscripts,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Folder Support,https://harvester.lib.uidaho.edu/posts/2021/07/27/folder-support.html
lumber1469,foldersupport_03.jpg,University of Idaho Library Special Collections and Archives,Cylinder Support,2021-07-21,,,Image showing how you can use a support block to help folders.,preserving;manuscripts,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Folder Support,https://harvester.lib.uidaho.edu/posts/2021/07/27/folder-support.html
lumber1470,foldersupport_04.jpg,University of Idaho Library Special Collections and Archives,Poster Tube,2021-07-21,,,Image of a post tube.,preserving;manuscripts,,,,Special Collections Staff Image,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Folder Support,https://harvester.lib.uidaho.edu/posts/2021/07/27/folder-support.html
